,Year of Breach,Company Name,Total Records,Type of Organization,Type of Breach
341,2010,Brio Tuscan Grille in Country Club Plaza,20,BSR,CARD
342,2010,H&R Block,20,BSF,INSD
343,2010,Jones Lang LaSalle,20,BSF,PORT
344,2011,The Minnesota Department of Education,20,GOV,DISC
345,2011,"Energy Federation, Inc.",20,BSO,HACK
346,2012,United Airlines,20,BSO,DISC
347,2012,Lucille Hendricks Elementary School,20,EDU,PHYS
349,2008,University of Louisville,20,EDU,PHYS
350,2009,Texas Veterans Commission,20,GOV,DISC
351,2017,Sentry insurancea mutual company,20,UNKN,UNKN
352,2009,University of Nevada - Las Vegas,20,EDU,HACK
353,2013,"Gap, Banana Republic",20,BSR,DISC
354,2016,Gas and Shop,20,BSO,HACK
355,2016,Yale-New Haven Hospital,20,MED,INSD
356,2011,Private Dental Practice,20,MED,INSD
357,2012,National Capital Planning Commission (NCPC),21,GOV,HACK
358,2009,Bailey Middle School,21,EDU,PHYS
359,2011,Florida Family Association (FFA),22,NGO,HACK
360,2013,Ektron,22,BSO,HACK
361,2012,Bimbo Bakeries,22,BSR,PORT
362,2018,Indiana university,22,UNKN,UNKN
363,2018,Smithand nephew,22,UNKN,UNKN
364,2014,"Hubbard-Bert, Inc.",22,MED,DISC
365,2011,"Fidelity National Information Services, Inc. (FIS)",22,BSF,HACK
366,2016,Cardon Outreach,22,MED,INSD
367,2011,Veterans Administration Medical Center,22,MED,INSD
368,2010,University of Connecticut Storrs,23,EDU,DISC
369,2011,Fort Dodge Correctional Facility,23,GOV,DISC
370,2012,Dallas Police Department,23,BSO,HACK
372,2018,Indiana departmentof workforce development,23,GOV,UNKN
373,2017,The Board of Commissioners of the County of la Grange,23,UNKN,UNKN
374,2014,Eastern Alliance Insurance Group,23,BSO,INSD
375,2014,Experian,23,MED,HACK
376,2014,"Evolution Nature Corp., d/b/a The Evolution Store",23,MED,HACK
377,2013,Child and Family Services of New Hampshire,23,MED,PHYS
378,2010,"Central Florida Regional Transportation Authority, LYNX ",24,BSO,INSD
379,2010,Romeus Cuban Restaurant,24,BSR,CARD
380,2010,St. Louis Metropolitan Police Department,24,GOV,HACK
381,2012,Savvyinsider.com,24,BSO,HACK
382,2018,Dana incorporated,24,UNKN,UNKN
383,2018,Wiese USA Inc.,24,UNKN,UNKN
384,2018,Rainforest alliance holding inc,24,UNKN,UNKN
385,2008,Army Acquisition Support Center,24,GOV,DISC
386,2011,Los Angeles Police Department (LAPD),24,GOV,HACK
387,2010,Private Legal Practice,25,BSO,PORT
389,2009,University of Florida,25,EDU,DISC
390,2013,Silver Star Motors,25,BSR,INSD
391,2018,Community health network,25,UNKN,UNKN
392,2018,Affiliated service providersof indiana inc,25,UNKN,UNKN
393,2014,"Bell Nursery USA, LLC",25,MED,INSD
395,2013,"Mercy Health Systems, Allscripts",25,MED,STAT
396,2014,Milford Schools,25,EDU,PORT
397,2018,Autism new jersey inc,26,UNKN,UNKN
398,2014,Bank of America,26,MED,DISC
399,2014,Seattle University,26,MED,DISC
400,2008,Southington Water Department,26,GOV,PHYS
401,2011,Woman to Woman Healthcare,26,MED,INSD
402,2011,"Thirty-One Gifts, LLC",27,BSR,PORT
403,2014,Primerica,27,MED,PHYS
404,2014,Crothall Services Group,27,MED,DISC
405,2014,Apple Leisure Group and AMResorts,27,MED,HACK
406,2018,Massachusetts Mutual Life Insurance Company,27,BSF,HACK
407,2018,Marriott International Inc.,27,BSR,HACK
408,2011,"Thirty-One Gifts, LLC",28,BSR,UNKN
409,2012,The College of St. Scholastica,28,EDU,HACK
410,2014,Specialized Eye Care,28,MED,HACK
411,2014,"La Jolla Group, Inc.",28,MED,HACK
412,2008,Central Florida Regional Hospital,28,MED,PHYS
413,2011,City of Pittsburgh,29,GOV,UNKN
415,2018,Sprint corporation,29,UNKN,UNKN
416,2014,"AutoNation, Inc.",29,MED,HACK
417,2014,Simms Fishing Products,29,MED,HACK
418,2010,Brew HaHa!,30,BSR,HACK
419,2010,Rowland Equipment Co.,30,BSR,INSD
420,2010,Baton Rouge Police Department,30,GOV,INSD
421,2010,Hana Japanese Sushi Bar and Grill,30,BSR,HACK
422,2010,Milwaukee County,30,GOV,INSD
423,2011,Campus Suite Apartments,30,BSO,PHYS
424,2011,MIchael's Rock Hill Grille,30,BSR,HACK
425,2011,University of North Carolina - Chapel Hill,30,EDU,PHYS
426,2011,Jewish Community Services of South Florida,30,NGO,INSD
427,2012,Burger King,30,BSR,INSD
431,2008,U-Care Thrift Store,30,BSR,PHYS
432,2012,United States Naval Research Laboratory,30,GOV,HACK
433,2012,Eastern Buffet,30,BSR,INSD
434,2018,Franciscan VNS Home Care,30,UNKN,UNKN
435,2014,Erie County Office of Children and Youth,30,GOV,DISC
436,2008,Norfolk's Community Services Board,30,NGO,PHYS
437,2013,New York City Police Department,30,GOV,INSD
438,2011,Columbia-St. Mary's Ozaukee Hospital,30,MED,INSD
439,2012,"A Caring Hand Home Health Care Services, Inc.",30,MED,INSD
440,2012,"Minuteman Civil Defense Corps, Declaration Alliance",30,NGO,HACK
442,2008,Texas A&M University,31,EDU,HACK
443,2012,Lake Central Clark Middle School,31,EDU,HACK
444,2018,Intuit Inc.,31,BSF,HACK
445,2010,Akel Business Services (also Silva Bookkeeping and Tax Services),32,BSF,INSD
446,2008,University of Massachusetts Dartmouth,32,EDU,DISC
447,2012,Direct TV,32,BSR,HACK
448,2018,Healthand hospital corporationof marion county,32,UNKN,UNKN
449,2014,"APi Group, Inc.",32,MED,DISC
450,2012,Optimum HealthCare Inc.,32,MED,INSD
451,2018,Goldman Sachs & Co. LLC,32,BSF,HACK
452,2017,The renaissance companies,33,UNKN,UNKN
453,2018,Chipotle mexican grill inc,33,UNKN,UNKN
454,2014,"Signal Outdoor Advertising, LLC",33,MED,DISC
455,2011,Alamance County Department of Social Services,33,GOV,INSD
459,2014,"Direct Learning Systems, Inc., d/b/a 123ce.com",34,MED,HACK
460,2012,Prescription Monitoring Program,34,MED,UNKN
462,2010,Equifax,35,BSF,DISC
463,2018,HRU Inc.,35,UNKN,UNKN
464,2010,Cal State San Bernardino (CSSB),36,EDU,DISC
465,2012,The Home Depot,36,BSR,INSD
466,2012,United States Navy,36,GOV,HACK
467,2017,Med Pro Group dba indiana Patient's Compensation Fund,36,MED,UNKN
468,2018,Ascensus inc,36,UNKN,UNKN
469,2014,Thomson Reuters,36,MED,HACK
471,2012,U.S. Office of Personnel Management,37,GOV,HACK
472,2016,"Clarks Americas, Inc. ",37,BSO,HACK
473,2018,All star driver education,37,EDU,UNKN
474,2014,Catamaran,37,MED,DISC
475,2010,LPL Financial,38,BSF,DISC
476,2011,Cal Poly Pomona,38,EDU,DISC
478,2008,Ohio University-Chillicothe,38,EDU,PORT
479,2012,"Employee Benefits, Atlanta Police, MARTA Police, Atlanta Fire Department",39,GOV,DISC
480,2012,Syracuse Police Department,39,GOV,HACK
481,2012,Boca Ski Club,39,BSR,HACK
482,2012,#1 Chat Avenue,39,BSO,HACK
483,2010,"WellPoint, Anthem/Blue Cross and Blue Shield",40,MED,INSD
484,2011,GoGrid LLC.,40,BSO,HACK
485,2011,U.S. District Court for the Middle District of Alabama,40,GOV,DISC
486,2011,"Honolulu Asia-Pacific Economic Cooperation (APEC), East West Center",40,BSO,HACK
489,2008,Target National Bank,40,BSF,INSD
490,2012,University of California Riverside,40,EDU,HACK
491,2014,"Fidelity National Financial, Inc.",40,MED,HACK
494,2014,Silk Road/U.S Marshall Service,40,BSF,HACK
495,2011,Concord Hospital,40,MED,INSD
496,2012,Howard University Hospital,40,MED,INSD
497,2013,"Resources for Human Development, Inc. (RHD)",40,MED,INSD
498,2014,M&T Bank (Identity Theft),41,MED,PHYS
499,2011,Murphy USA,42,BSR,UNKN
500,2012,Minnesota Board of Psychology,42,NGO,INSD
504,2010,"Washington Department of Corrections, Larch Corrections Center",43,GOV,PHYS
505,2016,Motivate International Inc.,43,BSO,HACK
506,2014,Harry Barker,43,MED,HACK
507,2016,Sutter County Courthouse,43,GOV,DISC
508,2018,Dollar General Corporation,43,BSR,DISC
510,2012,T-Mobile,44,BSR,HACK
511,2016,"Wheeler, Egger, CPA's LLP",45,BSF,HACK
512,2011,Eastern Michigan University,45,EDU,INSD
514,2008,Keller High School,45,EDU,DISC
515,2009,Kansas State University,45,EDU,DISC
516,2012,Pro assurance indemnity company inc,45,UNKN,UNKN
517,2009,Coos Bay Department of Human Services,45,GOV,HACK
518,2013,Department of Economic Opportunity,45,GOV,DISC
519,2012,"Florida Hospital Tampa (formerly University Community Hospital Medical Center), Crothall Healthcare, Naval Medical Center (Bob Wilson Naval Hospital)",45,MED,INSD
521,2014,"NCO Financial Systems, Inc.",46,MED,DISC
522,2011,"High Point Regional Health System, Premier Imaging LLC",47,MED,INSD
525,2018,Arcadis US inc,47,UNKN,UNKN
526,2018,Mutualof omaha bank,47,UNKN,UNKN
527,2014,WellCare Health Plans,47,MED,DISC
528,2011,"Well United Methodist Church, Iowa Correctional Institute for Women",48,GOV,INSD
530,2017,Darden restaurants,48,UNKN,UNKN
531,2018,Adelman travel systems inc,48,UNKN,UNKN
532,2017,Vertex Wireless,48,BSO,HACK
534,2015,Wabash College,49,EDU,HACK
536,2010,Ambrosia Asian Bistro,50,BSR,INSD
537,2010,Robins Airforce Base,50,GOV,HACK
538,2011,Taco Bell,50,BSR,INSD
539,2011,Ember Corporation,50,BSO,PHYS
540,2011,LaMar's Donuts,50,BSR,HACK
541,2011,Legislative Data Center,50,GOV,HACK
542,2011,"Smith and Wollensky, Capital Grille, Wolfgang's Steakhouse, JoJo, Morton's, The Bicycle Club",50,BSR,INSD
543,2012,Flores Mexican Restaurant,50,BSR,HACK
544,2012,Staples (Staples Business Depot),50,BSR,INSD
545,2012,Puerta Grande,50,BSR,HACK
547,2009,Federal Emergency Management Agency Region 5 Office,50,GOV,PORT
548,2010,Association of the Blind and Visually Impaired (ABVI),50,NGO,INSD
549,2010,Mary's Pizza Shack,50,BSO,HACK
551,2013,Gomez Gasoline and Automotive,50,BSR,CARD
552,2018,University of Alaska,50,EDU,HACK
553,2011,Portland Veterans Affairs Medical Center,50,GOV,PHYS
554,2012,Northwestern Memorial Hospital,50,MED,INSD
557,2016,Byram healthcare,52,UNKN,UNKN
558,2017,Questar Assessment,52,EDU,HACK
561,2009,Del Mar College,53,EDU,PHYS
562,2010,West Virginia University,53,EDU,DISC
563,2014,"EZ Prints, Inc.",53,MED,HACK
564,2018,"Management Services, LLC",53,BSR,DISC
565,2012,Grimmer Middle School,54,EDU,HACK
566,2018,BMW Bank of North America,54,BSF,UNKN
569,2017,"Heartland benefit plan administrators, llc",55,UNKN,UNKN
570,2018,Quanta technology llc,55,UNKN,UNKN
571,2018,Insight private advisors llc,55,UNKN,UNKN
572,2010,Florida Department of Veterans Affairs,55,GOV,PORT
573,2011,Dermatology Clinic,55,MED,PHYS
574,2013,"BW Arthritis and Rheumatology, Good Samaritan Hospital, MedStar Health Inc, Padder Health Service, LLC",55,MED,INSD
575,2012,University of Washington,56,EDU,HACK
578,2017,"Ameriprise Financial, Inc.",56,BSF,DISC
579,2017,"Tx: Team Rehab, Inc.",56,MED,HACK
580,2012,Head Injury Association,56,MED,INSD
582,2018,Maestro health inc,57,UNKN,UNKN
583,2014,"National Credit Adjusters, LLC",57,MED,HACK
584,2011,Killeen Independent School District (KISD),58,EDU,PHYS
585,2018,United dental partners,58,UNKN,UNKN
587,2010,St. Paul Veterans Service Center,58,MED,DISC
588,2014,Columbia Southern University,59,MED,DISC
589,2010,The Loft and Comedy Club,60,BSR,DISC
590,2011,Santa Clara University,60,EDU,HACK
594,2009,CityStage,60,NGO,DISC
595,2010,H&R Block,60,BSF,INSD
596,2010,St. Francis Hospital,60,MED,INSD
597,2009,U.S. Military,60,GOV,UNKN
598,2011,Office of Dr. Jeffry Barnes,60,MED,PHYS
599,2011,Pacific Retina Specialists,60,MED,INSD
601,2010,Nationwide Bank,62,BSF,PHYS
602,2014,TotalBank,63,MED,HACK
603,2009,Battle Creek City,65,GOV,DISC
605,2012,Epson America,66,BSR,HACK
606,2017,Austin foam plastics inc,66,UNKN,UNKN
609,2018,Jo ann jody hendryx,67,UNKN,UNKN
610,2017,"Advanced Technology International, Inc.",67,BSR,DISC
611,2010,Metro Assessor of Property,68,GOV,DISC
615,2017,Looking Glass Cyber Solutions Inc.,69,BSO,HACK
617,2010,"Child Protective Services, Texas Department of Family and Protective Services",70,GOV,INSD
618,2011,San Antonio Independent School District (SAISD),70,GOV,DISC
619,2008,B.J. Accessories and Tax Preparation,70,BSO,STAT
620,2008,Weber State University,70,GOV,PHYS
621,2018,RM Chin & Associates inc,71,UNKN,UNKN
623,2012,F1-racers.net,72,BSR,HACK
624,2011,TGI Fridays,73,BSR,INSD
626,2018,Redhorse corporation,73,UNKN,UNKN
627,2011,"LexisNexis, Onyx Collections and Locators Services Inc.",74,BSO,HACK
628,2014,Nationstar Mortgage LLC d/b/a Champion Mortgage,74,MED,DISC
629,2011,Boulder Community Hospital,74,MED,INSD
630,2018,Daintree Advisors LLC,74,BSF,HACK
631,2010,Private Legal Practice,75,BSO,PHYS
633,2017,Northside anesthesia services llc,75,UNKN,UNKN
634,2013,Emmorton Associates,75,MED,PHYS
636,2018,Balasa Dinverno Foltz LLC,76,BSF,HACK
637,2018,Balasa Dinverno Foltz LLC,76,BSF,HACK
638,2018,Platinum partners credit opportunities master fund l p,77,UNKN,UNKN
639,2010,St. Mary and Elizabeth Hospital Women's Center,77,MED,STAT
641,2014,Gingerbread Shed Corporation,78,MED,HACK
642,2013,Town of Brookhaven,78,GOV,DISC
644,2017,Chicago property managementand investments,79,UNKN,UNKN
645,2012,Department of Health and Human Services Maine,79,GOV,DISC
646,2011,Walnut Township School District,80,GOV,HACK
647,2013,Charlotte-Mecklenburg Schools,80,EDU,PHYS
651,2018,"William a. robinson, c p a",80,BSF,UNKN
652,2014,Milpitas Knights PAL Youth Football,80,BSO,PHYS
653,2010,Building Media Inc. (BMI),81,BSR,HACK
654,2012,University of New Mexico,81,EDU,HACK
655,2018,"Money gram international, inc.",81,UNKN,UNKN
656,2018,Zimmer u s incdba zimmer biomet,81,UNKN,UNKN
657,2014,Bartell Hotels,81,MED,HACK
658,2010,Corona-Norco Unified School District,82,EDU,DISC
660,2011,Brandywyne Healthcare Center,83,MED,INSD
661,2011,Flanigan's,85,BSR,INSD
663,2008,Kansas State University,86,EDU,PHYS
664,2018,Pershing llc,86,UNKN,UNKN
665,2012,Palm Beach County Health Department,86,MED,INSD
667,2013,"Erlanger Health System, Erlanger Hospital",87,MED,PHYS
670,2010,"Galeton, Gloves Inc. ",89,BSR,HACK
671,2017,Standard insurance company,89,UNKN,UNKN
677,2011,Metabasis Therapeutics,90,BSO,INSD
678,2018,The Saint Louis Trust Company,90,BSF,HACK
679,2011,ABM Industries,91,BSO,STAT
681,2008,Philips Electronics,91,BSR,PORT
682,2018,Life span inc,91,UNKN,UNKN
683,2014,PREIT,91,MED,HACK
684,2017,"Hobe & Lucas Certified Public Accountants, Inc.",91,BSR,HACK
686,2018,Badger daylighting ltd.,92,UNKN,UNKN
687,2018,Indiana university health inc,92,EDU,UNKN
688,2014,Backcountry Gear,92,MED,HACK
689,2018,Columbia college chicago,93,EDU,UNKN
690,2014,"Alliance Workplace Solutions, LLC",93,MED,PHYS
691,2011,Intelligence and National Security Alliance (INSA),95,NGO,HACK
692,2018,Sirchie acquisition company,95,UNKN,UNKN
696,2014,SafetyFirst,97,MED,DISC
697,2011,Universal Technical Institute,98,EDU,PORT
698,2011,Sam's Club,98,BSR,INSD
700,2018,Guardian consumer service incdba pavaso inc,99,UNKN,UNKN
701,2017,"Charles Komar & Sons, Inc.",99,BSO,UNKN
702,2010,Sacramento Department of Parks and Recreation,100,GOV,PHYS
703,2010,Nix Check Cashing,100,BSF,STAT
704,2010,"DebtStoppers USA, Robert J. Semrad and Associates",100,BSF,PHYS
705,2010,Julie's Place,100,BSR,HACK
706,2011,Chase Bank,100,BSF,CARD
707,2011,University Book Exchange,100,BSR,CARD
708,2011,Private Medical Practice,100,MED,PHYS
709,2011,Lafrance Hospitality Corporation,100,BSO,HACK
710,2011,Associated Credit Union,100,BSF,HACK
711,2011,Bay Area Rapid Transit (BART),100,GOV,HACK
712,2011,Mama's Boy Italian Ristorante,100,BSR,HACK
713,2011,Jackson Hewitt,100,BSF,PHYS
714,2011,IQCR,100,BSO,INSD
715,2011,McDonald's,100,BSR,INSD
716,2011,"Peoples Gas, North Shore",100,BSO,INSD
717,2012,"Motorola Mobility, Inc.",100,BSR,DISC
718,2012,Los Angeles County Police Canine Association,100,GOV,HACK
719,2012,Pure,100,BSR,CARD
720,2012,BNSF Railway Company,100,BSO,UNKN
721,2012,AutoCarry,100,BSO,PHYS
730,2008,College Point Bus Depot,100,BSO,PHYS
731,2009,Columbus City Schools,100,EDU,PHYS
732,2009,Bluegrass Community and Technical College,100,EDU,UNKN
733,2009,Johns Hopkins Medicine,100,MED,INSD
734,2009,Bushland Elementary School,100,EDU,PHYS
735,2010,Ameriquest Mortgage Company,100,BSF,INSD
736,2012,Pacific Gas and Electric (PG&E),100,BSO,PHYS
737,2012,Capital Area Community Action Agency,100,NGO,PHYS
738,2012,Greenville County School District,100,GOV,PHYS
739,2016,Cenlar FSB,100,UNKN,UNKN
742,2013,"Police Department of Littleton, Massachusetts",100,GOV,DISC
743,2013,Institutional Shareholder Services,100,BSO,INSD
744,2015,"CVS Pharmacy, Imperial Beach ",100,BSR,INSD
745,2016,University of Northern Iowa,100,EDU,UNKN
746,2016,US Election Assistance Commission,100,GOV,HACK
747,2011,Provena Covenant Medical Center,100,MED,INSD
748,2012,BlueCross Blue Shield of North Carolina,100,MED,DISC
749,2013,Palm Garden of Winter Haven,100,MED,INSD
750,2013,"Eagleton School, Castro School, Munroe School",100,MED,PORT
751,2012,Naperville Unit District 203,101,EDU,DISC
752,2009,University of Florida,101,EDU,DISC
753,2012,Bear Valley Community Hospital,102,MED,INSD
754,2008,Princeton University Tower Club,103,EDU,DISC
755,2018,Mondelez global llc,105,UNKN,UNKN
756,2010,ING Fund,106,BSF,DISC
759,2018,Jones lang la salle,106,UNKN,UNKN
760,2013,James A. Haley Veterans Hospital,106,MED,INSD
761,2016,County of Los Angeles,108,GOV,HACK
762,2017,Staff quick,108,UNKN,UNKN
763,2012,Titus Regional Medical Center (TRMC),108,MED,INSD
764,2008,Nevada Department of Public Safety,109,GOV,PORT
765,2018,Haynes furniture company incorporated,109,UNKN,UNKN
766,2014,"Vibram USA, Inc.",109,MED,HACK
767,2018,American Neighborhood Mortgage Acceptance Company LLC d/b/a AnnieMac Home Mortgage,109,BSF,HACK
768,2010,Richmond Public Schools,110,EDU,DISC
770,2018,Purdue university,110,EDU,UNKN
773,2013,Health Information Trust Alliance,111,MED,HACK
774,2012,Bad Boy Tires,111,BSR,HACK
775,2017,Securadyne Systems LLC,112,BSR,HACK
776,2011,Beebe Medical Center,113,MED,PHYS
777,2010,New York Life Insurance Company,114,BSF,INSD
778,2018,Farm Credit Services of America,114,UNKN,UNKN
779,2011,Veteran's Affairs Medical Center,114,GOV,DISC
780,2013,"Alta Bates Summit Medical Center, AverMedia Technologies",115,MED,INSD
781,2018,Community Hospital of Bremen,115,MED,DISC
782,2010,"Wal-Mart, Sam's Club ",117,BSR,HACK
783,2011,Maine State Prison,117,GOV,UNKN
785,2018,Friedrich air conditioning co,117,UNKN,UNKN
786,2008,IGN Entertainment,119,BSR,STAT
787,2009,CompuCredit,120,BSF,DISC
788,2010,ProAssurance Mid-Continent Underwriters,121,BSF,DISC
789,2012,University of Louisiana Monroe (ULM),121,EDU,HACK
790,2016,Eastern Bank,121,BSF,HACK
792,2018,Hall structured finance,122,UNKN,UNKN
794,2012,"Experian, Independent Capital Management",123,BSF,HACK
795,2017,Insight sourcing group& spend h q,123,UNKN,UNKN
797,2013,Tallahassee Memorial HealthCare,124,MED,INSD
798,2011,Country Corner Market,125,BSR,HACK
800,2018,Ohnward bancshares inc,125,UNKN,UNKN
801,2013,Boone Hospital Center,125,MED,INSD
802,2012,Huntsville Hospital,125,MED,PORT
803,2014,"Flinn Scientific, Inc.",127,MED,HACK
805,2010,Minor Family Clinic,128,MED,UNKN
806,2014,Willis North America Inc. Medical Expense Benefit Plan,129,MED,DISC
808,2012,Planet Smoothie,130,BSR,INSD
809,2012,Department of Social Services Supplemental Nutrition Assistance Program,130,GOV,DISC
810,2013,Los Angeles County Department of Public Social Services,132,GOV,INSD
812,2018,International societyof explosives engineers,133,UNKN,UNKN
813,2017,Pleasant solutions,134,UNKN,UNKN
814,2010,Wendy's,135,BSR,INSD
815,2017,PharMerica Corporation,135,MED,UNKN
816,2008,State Farm Insurance,137,BSO,INSD
817,2018,Trinity college of nursing and health sciences,137,EDU,UNKN
818,2018,"Medical Science & Computing, LLC",137,BSR,DISC
820,2014,Fort Hays State University,138,EDU,DISC
822,2018,"Bed Bath & Beyond, Inc.",139,BSR,INSD
826,2008,"Museum of Science, Boston",140,NGO,DISC
