Date Made Public,Company,City,State,Type of breach,Type of organization,Total Records,Description of incident,Information Source,Source URL,Year of Breach,Latitude,Longitude,,,
2/20/2018,OneMain Financial,Baltimore,Maryland,PHYS,BSF,1,The branch received customer files from a branch that closed. A review of the files revealed that one customer file was missing.,Security Breach Letter,,2018,39.290385,-76.612189,,,
1/10/2018,St. Vincent Warrick,Boonville,Indiana,DISC,MED,1,"St. Vincent learned of an inadvertent disclosure of 1 record on 12/15 2017, including name and social security number, and notified the consumer on 1/10/2018. ",,,2017,38.973639,-92.743242,,,
1/24/2018,Gourmesso,,Maine,UNKN,BSR,1,Discover Card account information of 1 Maine citizen breached.,,,2017,37.09024,-95.712891,,,
11/15/2017,Cameron memorial community hospital,,,UNKN,UNKN,2,"Information on this security breach is provided by the Office of the Indiana Attorney General
",Indiana Attorney General,https://www.in.gov/attorneygeneral/2874.htm,2017,0,0,,,
1/8/2018,State of indiana,,,UNKN,GOV,2,"Information on this security breach is provided by the Office of the Indiana Attorney General
",Indiana Attorney General,https://www.in.gov/attorneygeneral/2874.htm,2017,0,0,,,
1/17/2018,Franciscan health indianapolis,,,UNKN,UNKN,2,"Information on this security breach is provided by the Office of the Indiana Attorney General
",Indiana Attorney General,https://www.in.gov/attorneygeneral/2874.htm,2018,0,0,,,
3/29/2018,Community rehabilitation hospital,,,UNKN,UNKN,2,"Information on this security breach is provided by the Office of the Indiana Attorney General
",Indiana Attorney General,https://www.in.gov/attorneygeneral/2874.htm,2018,0,0,,,
5/2/2018,Brownsburg meadows,,,UNKN,UNKN,2,"Information on this security breach is provided by the Office of the Indiana Attorney General
",Indiana Attorney General,https://www.in.gov/attorneygeneral/2874.htm,2018,0,0,,,
5/15/2018,Intuit inc,,,UNKN,UNKN,2,"Information on this security breach is provided by the Office of the Indiana Attorney General
",Indiana Attorney General,https://www.in.gov/attorneygeneral/2874.htm,2018,0,0,,,
9/5/2018,Elkhart county prosecutor attorney office i v d child support,,,UNKN,UNKN,2,"Information on this security breach is provided by the Office of the Indiana Attorney General
",Indiana Attorney General,https://www.in.gov/attorneygeneral/2874.htm,2018,0,0,,,
10/1/2018,FSSA on behalf of Phoenix Data Corporation,,,UNKN,UNKN,2,"Information on this security breach is provided by the Office of the Indiana Attorney General
",Indiana Attorney General,https://www.in.gov/attorneygeneral/2874.htm,2018,0,0,,,
10/8/2018,Massachusetts mutual life insurance company,,,UNKN,UNKN,2,"Information on this security breach is provided by the Office of the Indiana Attorney General
",Indiana Attorney General,https://www.in.gov/attorneygeneral/2874.htm,2018,0,0,,,
10/24/2018,Exam one,,,UNKN,UNKN,2,"Information on this security breach is provided by the Office of the Indiana Attorney General
",Indiana Attorney General,https://www.in.gov/attorneygeneral/2874.htm,2018,0,0,,,
4/1/2014,Susquehanna Health,Williamsport,Pennsylvania,DISC,MED,2,"info included on unencrypted email
Location of breached information: email
Business associate present: No
",Maryland Attorney General,http://www.marylandattorneygeneral.gov/Pages/IdentityTheft/breachnotices.aspx?subfolder=2015,2014,39.600652,-77.820551,,,
4/14/2014,CareFirst BlueCross BlueShield,,Maryland,DISC,MED,2,"info inadvertently mailed
Location of breached information: email
Business associate present: No
",Maryland Attorney General,http://www.marylandattorneygeneral.gov/Pages/IdentityTheft/breachnotices.aspx,2014,40.760537,-73.97889,,,
4/15/2014,Mimeo.com,,Maryland,INSD,MED,2,"name, DOB, SSN, address
Location of breached information: Desktop Computer
Business associate present: No
",Maryland Attorney General,http://www.marylandattorneygeneral.gov/Pages/IdentityTheft/breachnotices.aspx,2014,40.760537,-73.97889,,,
4/29/2014,Seterus,Beaverton,Oregon,DISC,MED,2,"foreclosure correspondence sent to incorrect address
Location of breached information: paper
Business associate present: No
",Maryland Attorney General,http://www.marylandattorneygeneral.gov/Pages/IdentityTheft/breachnotices.aspx?subfolder=2015,2014,39.358331,-77.418602,,,
5/7/2014,American Dental Association,Chicago,Illinois,DISC,MED,2,"error during website upgrade
Location of breached information: Website
Business associate present: No
",Maryland Attorney General,http://www.marylandattorneygeneral.gov/Pages/IdentityTheft/breachnotices.aspx?subfolder=2015,2014,41.819738,-87.606006,,,
5/27/2014,"Service Alternatives, Inc.",,Maryland,DISC,MED,2,"unauthorized access to payroll systems
Location of breached information: Website
Business associate present: No
",Maryland Attorney General,http://www.marylandattorneygeneral.gov/Pages/IdentityTheft/breachnotices.aspx,2014,40.760537,-73.97889,,,
6/2/2014,"Rowan Companies, Inc.",,Maryland,HACK,MED,2,"Location of breached information: Desktop Computer
Business associate present: No
",Maryland Attorney General,http://www.marylandattorneygeneral.gov/Pages/IdentityTheft/breachnotices.aspx,2014,39.045755,-76.641271,,,
9/5/2014,Republic Bank & Trust Company,,Maryland,PHYS,MED,2,"name, address, telephone number, ssn, dln
Location of breached information: paper
Business associate present: No
",Maryland Attorney General,http://www.marylandattorneygeneral.gov/Pages/IdentityTheft/breachnotices.aspx,2014,40.760537,-73.97889,,,
9/9/2014,"Ameriprise Financial Services, Inc.",Minneapolis,Minnesota,PHYS,MED,2,"name, dob, ssn, account number, address
Location of breached information: Desktop Computer
Business associate present: No
",Maryland Attorney General,http://www.marylandattorneygeneral.gov/Pages/IdentityTheft/breachnotices.aspx,2014,44.853231,-93.374696,,,
9/13/2014,Legacy Consulting LLC,,Maryland,DISC,MED,2,"name, address, ssn
Location of breached information: paper
Business associate present: No
",Maryland Attorney General,http://www.marylandattorneygeneral.gov/Pages/IdentityTheft/breachnotices.aspx,2014,40.760537,-73.97889,,,
10/9/2014,Penn Highlands Brookville,,Maryland,HACK,MED,2,"name, dob, ssn insurance info, medical info, gender
Location of breached information: Network Server
Business associate present: No
",Maryland Attorney General,http://www.marylandattorneygeneral.gov/Pages/IdentityTheft/breachnotices.aspx,2014,40.760537,-73.97889,,,
10/17/2014,Backcountry Gear,,Maryland,HACK,MED,2,"customer names, email addresses, billing and mailing addresses, purchase information, credit card or debit card numbers, the card expiration date and security code on the back of the cards
Location of breached information: Payment card system
Business associate present: No
",Maryland Attorney General,http://www.marylandattorneygeneral.gov/Pages/IdentityTheft/breachnotices.aspx,2014,40.760537,-73.97889,,,
10/20/2014,Experian,,Maryland,HACK,MED,2,"name, dob, address, ssn, account numbers
Location of breached information: Website
Business associate present: No
",Maryland Attorney General,http://www.marylandattorneygeneral.gov/Pages/IdentityTheft/breachnotices.aspx,2014,40.760537,-73.97889,,,
11/3/2014,"Camp Bow Wow Franchising, Inc.",,Maryland,HACK,MED,2,"name, address, ssn, financial account info, routing numbers
Location of breached information: Website
Business associate present: No
",Maryland Attorney General,http://www.marylandattorneygeneral.gov/Pages/IdentityTheft/breachnotices.aspx,2014,40.760537,-73.97889,,,
12/1/2014,Blue Mountain Community Foundation,,Maryland,DISC,MED,2,"name, ssn
Location of breached information: Website
Business associate present: No
",Maryland Attorney General,http://www.marylandattorneygeneral.gov/Pages/IdentityTheft/breachnotices.aspx,2014,40.760537,-73.97889,,,
12/15/2014,Point Loma Nazarene University,,Maryland,HACK,MED,2,"names,SSN, credit card numbers and CVV code or expiration date, usernames and passwords, dln
Location of breached information: Email
Business associate present: No
",Maryland Attorney General,http://www.marylandattorneygeneral.gov/Pages/IdentityTheft/breachnotices.aspx,2014,40.760537,-73.97889,,,
3/21/2017,National Safety Council,Itasca,Illinois,HACK,BSO,2,"Names, addresses, SSN, W2 tax information compromised.",Maryland Attorney General,http://www.marylandattorneygeneral.gov/Pages/IdentityTheft/breachnotices.aspx,2017,41.965392,-88.029776,,,
6/21/2017,Miami Dade County School District,Miami,Florida,DISC,EDU,2,"""Two former Miami-Dade students are suing the School Board after they found their Social Security numbers and test scores online along with the personal information of hundreds of other students.The plaintiffs did a basic online search of their names and discovered that the information was posted on the Miami-Dade school district’s website, according to the lawsuit.“The carelessness with how the district manages students’ private information needs to be addressed,” lawyer Stephanie Langer said in a statement. The students are asking for both monetary damages and an “overhaul” of school district policies on the protection of student information. ""Read more here: http://www.miamiherald.com/news/local/education/article157361084.html#st...",Media,http://www.miamiherald.com/news/local/education/article157361084.html,2017,25.76168,-80.19179,,,
1/17/2018,Franciscan Health Indianapolis,Indianapolis,Indiana,DISC,MED,2,"On 1/6/2018 Franciscan Health Indianpolis suffered a hack that affected 2 records, including names as well as driver's license numbers.",Security Breach Letter,,2018,39.768403,-86.158068,,,
3/13/2017,Tyler Technologies Inc.,Plano,Texas,DISC,BSO,2,"Names, addresses, ssn, income information compromised when information was inadvertently disclosed in an email. ",,http://www.marylandattorneygeneral.gov/Pages/IdentityTheft/breachnotices.aspx,2017,33.019843,-96.698886,,,
6/11/2018,Indiana university health inc,Indianapolis,Indiana,UNKN,EDU,3,"Information on this security breach is provided by the Office of the Indiana Attorney General
",Indiana Attorney General,https://www.in.gov/attorneygeneral/2874.htm,2018,0,0,,,
7/23/2018,Indiana bureauof motor vehicles,,,UNKN,UNKN,3,"Information on this security breach is provided by the Office of the Indiana Attorney General
",Indiana Attorney General,https://www.in.gov/attorneygeneral/2874.htm,2018,0,0,,,
8/13/2018,Departmentof child services,,,UNKN,UNKN,3,"Information on this security breach is provided by the Office of the Indiana Attorney General
",Indiana Attorney General,https://www.in.gov/attorneygeneral/2874.htm,2018,0,0,,,
4/22/2014,Larsen Dental Care,,Maryland,PHYS,MED,3,"stolen hard drive
Location of breached information: Portable device
Business associate present: No
",Maryland Attorney General,http://www.marylandattorneygeneral.gov/Pages/IdentityTheft/breachnotices.aspx,2014,40.760537,-73.97889,,,
5/22/2014,Experian,,Maryland,HACK,MED,3,"info accessed without proper authorization
Location of breached information: Website
Business associate present: No
",Maryland Attorney General,http://www.marylandattorneygeneral.gov/Pages/IdentityTheft/breachnotices.aspx,2014,40.760537,-73.97889,,,
5/23/2014,"The Home Depot, Inc.",,Maryland,INSD,MED,3,"improper access by employee
Location of breached information: Desktop Computer
Business associate present: No
",Maryland Attorney General,http://www.marylandattorneygeneral.gov/Pages/IdentityTheft/breachnotices.aspx,2014,40.760537,-73.97889,,,
6/5/2014,AT&T,,Maryland,INSD,MED,3,"name, ssn, dob
Location of breached information: Desktop Computer
Business associate present: No
",Maryland Attorney General,http://www.marylandattorneygeneral.gov/Pages/IdentityTheft/breachnotices.aspx,2014,40.760537,-73.97889,,,
6/30/2014,"Dennis East International, LLC",,Maryland,HACK,MED,3,"hackers
Location of breached information: Website
Business associate present: No
",Maryland Attorney General,http://www.marylandattorneygeneral.gov/Pages/IdentityTheft/breachnotices.aspx,2014,39.045755,-76.641271,,,
7/8/2014,"ABM Parking Services, Inc.",,Maryland,INSD,MED,3,"Location of breached information: Desktop Computer
Business associate present: No
",Maryland Attorney General,http://www.marylandattorneygeneral.gov/Pages/IdentityTheft/breachnotices.aspx,2014,40.760537,-73.97889,,,
9/8/2014,Holy Cross Hospital,,Maryland,HACK,MED,3,"name, address, credit card number and expiration date
Location of breached information: Network Server
Business associate present: No
",Maryland Attorney General,http://www.marylandattorneygeneral.gov/Pages/IdentityTheft/breachnotices.aspx,2014,40.760537,-73.97889,,,
